"edad" "desplazado_municipio" "anios_viviendo_municipio" "razon_desplazamiento" "padre_vive_hogar" "satisfecho" "ingreso_economico" "salud" "nivel_seguridad" "trabajo" "feliz" "tranquilidad" "vale_vivir" "ninos" "hogares_completos"
"1764" 79 "1" 79 "0" "3" 6 9 5 8 9 9 8 10 1 1
"1765" 55 "2" 2 "9" "3" 8 5 4 7 9 0 0 10 1 1
"1766" 86 "1" 86 "0" "3" 6 9 2 9 9 10 10 10 1 1
"1767" 45 "2" 2 "3" "2" 6 2 7 4 3 7 7 8 1 1
"1768" 57 "1" 57 "0" "3" 6 9 7 8 8 9 10 10 1 1
"1769" 80 "1" 80 "0" "3" 2 9 0 9 2 0 1 5 3 1
"1770" 66 "1" 66 "0" "3" 10 9 7 10 10 7 6 10 1 1
"1771" 52 "1" 52 "0" "3" 5 9 6 10 8 7 6 10 3 1
"1772" 47 "2" 2 "3" "3" 8 3 8 8 3 9 9 9 1 1
"1773" 45 "1" 45 "0" "3" 7 6 9 8 10 10 10 10 2 1
"1774" 84 "2" 2 "1" "3" 10 10 7 10 10 7 5 10 2 1
"1775" 59 "1" 59 "0" "3" 7 9 3 9 4 3 7 4 2 1
"1776" 83 "1" 83 "0" "3" 10 10 5 3 2 8 9 10 1 1
"1777" 70 "2" 2 "9" "3" 7 9 7 8 8 6 7 9 1 1
"1778" 29 "1" 29 "0" "2" 9 8 9 9 9 9 9 9 1 1
"1779" 53 "1" 53 "0" "2" 8 5 6 2 5 4 5 7 3 1
"1780" 47 "1" 47 "0" "2" 8 9 8 9 7 8 9 8 1 1
"1781" 70 "1" 70 "0" "3" 8 8 8 8 8 8 9 9 2 1
"1782" 73 "2" 2 "1" "3" 10 10 10 10 10 10 10 10 2 1
"1783" 30 "1" 30 "0" "2" 10 10 10 10 10 10 10 10 3 1
"1784" 54 "1" 54 "0" "2" 8 9 8 8 9 9 8 2 1 1
"1785" 53 "2" 2 "1" "2" 10 10 10 10 10 10 10 10 1 1
"1786" 53 "1" 53 "0" "2" 9 8 8 8 8 9 8 8 1 1
"1787" 58 "1" 58 "0" "3" 6 5 5 5 4 5 4 7 1 1
"1788" 33 "1" 33 "0" "2" 8 6 7 3 9 9 8 9 1 1
"1789" 42 "1" 42 "0" "2" 8 7 9 3 9 8 7 8 2 1
"1790" 34 "1" 34 "0" "2" 10 9 7 10 10 6 10 7 1 1
"1791" 36 "1" 36 "0" "2" 10 10 10 10 10 10 10 10 1 1
"1792" 65 "1" 65 "0" "2" 9 8 9 8 9 8 8 9 1 1
"1793" 42 "2" 2 "8" "2" 8 7 7 10 8 7 7 10 3 1
"1794" 50 "1" 50 "0" "2" 8 4 2 2 8 10 10 8 3 1
"1795" 38 "1" 38 "0" "2" 10 9 10 5 10 10 8 10 2 1
"1796" 63 "1" 63 "0" "3" 10 9 10 5 10 10 10 10 4 1
"1797" 29 "1" 29 "0" "1" 9 9 8 5 8 10 8 10 1 1
"1798" 25 "1" 25 "0" "2" 8 8 10 6 10 0 0 6 1 1
"1799" 50 "1" 50 "0" "3" 10 5 10 4 6 7 7 10 1 1
"1800" 40 "1" 40 "0" "2" 6 0 7 8 7 5 8 10 1 1
"1801" 34 "1" 34 "0" "2" 10 0 5 5 5 10 10 10 2 1
"1802" 47 "1" 47 "0" "3" 10 10 10 3 10 10 10 10 2 1
"1803" 59 "1" 59 "0" "3" 9 8 9 0 8 9 8 10 2 1
"1804" 72 "1" 72 "0" "3" 8 9 8 4 5 8 8 10 2 1
"1805" 62 "2" 2 "8" "3" 7 7 5 0 10 0 5 9 1 1
"1806" 52 "2" 2 "10" "3" 6 4 10 10 6 9 9 10 1 1
"1807" 50 "1" 50 "0" "3" 8 7 8 7 8 10 10 10 2 1
"1808" 53 "2" 2 "8" "3" 8 8 6 8 8 8 7 8 1 1
"1809" 30 "1" 30 "0" "2" 9 8 2 4 6 8 6 8 2 1
"1810" 63 "1" 63 "0" "3" 7 8 7 6 5 7 4 7 1 2
"1811" 63 "1" 63 "0" "3" 7 8 7 6 5 7 4 7 1 2
"1812" 63 "1" 63 "0" "3" 7 8 7 6 5 7 4 7 1 2
"1813" 63 "1" 63 "0" "3" 7 8 7 6 5 7 4 7 1 2
"1814" 66 "1" 66 "0" "3" 8 7 9 4 8 9 8 9 1 1
"1815" 30 "1" 30 "0" "2" 8 8 8 7 8 8 8 9 2 1
"1816" 54 "1" 54 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1817" 50 "1" 50 "0" "3" 7 8 6 3 9 8 5 10 1 1
"1818" 79 "1" 79 "0" "3" 7 8 7 8 7 4 8 7 2 1
"1819" 49 "1" 49 "0" "3" 8 6 10 4 10 8 9 10 1 1
"1820" 46 "2" 2 "0" "2" 8 7 8 9 7 8 8 10 3 1
"1821" 52 "2" 2 "1" "3" 9 8 10 10 10 10 8 10 1 1
"1822" 68 "2" 2 "10" "3" 9 7 3 7 10 10 10 10 1 1
"1823" 82 "2" 2 "9" "3" 9 8 7 6 9 8 8 10 1 1
"1824" 62 "1" 62 "0" "3" 8 9 8 7 8 8 6 10 2 1
"1825" 53 "2" 2 "4" "2" 5 9 6 5 1 4 5 10 3 1
"1826" 73 "2" 2 "8" "3" 9 7 7 8 8 9 8 9 1 1
"1827" 37 "1" 37 "0" "3" 5 5 8 3 8 5 6 9 2 1
"1828" 45 "1" 45 "0" "3" 7 6 8 5 7 10 9 8 2 1
"1829" 44 "2" 2 "8" "2" 9 9 9 4 9 9 9 10 1 1
"1830" 54 "1" 54 "0" "3" 10 10 10 10 9 10 10 10 2 1
"1831" 60 "1" 60 "0" "2" 5 6 4 8 9 1 3 8 2 1
"1832" 37 "2" 2 "9" "2" 7 7 9 5 7 7 5 8 1 1
"1833" 42 "1" 42 "0" "2" 10 10 10 8 10 10 10 10 2 1
"1834" 58 "1" 58 "0" "2" 8 8 8 8 8 7 7 7 1 2
"1835" 58 "1" 58 "0" "2" 8 8 8 8 8 7 7 7 1 2
"1836" 58 "1" 58 "0" "2" 8 8 8 8 8 7 7 7 1 2
"1837" 58 "1" 58 "0" "2" 8 8 8 8 8 7 7 7 1 2
"1838" 34 "1" 34 "0" "2" 9 8 7 8 8 8 8 8 2 1
"1839" 52 "1" 52 "0" "3" 10 9 10 3 9 9 9 10 1 1
"1840" 28 "1" 28 "0" "2" 5 7 10 0 10 5 8 9 1 1
"1841" 53 "1" 53 "0" "2" 8 5 6 2 8 9 0 10 1 1
"1842" 72 "1" 72 "0" "2" 8 8 9 8 8 8 8 10 1 1
"1843" 83 "1" 83 "0" "3" 9 8 8 9 8 8 7 8 1 1
"1844" 58 "1" 58 "0" "3" 9 9 8 7 9 9 9 10 1 1
"1845" 30 "1" 30 "0" "3" 9 7 10 5 8 10 10 8 2 1
"1846" 44 "1" 44 "0" "2" 8 8 9 8 9 8 8 8 1 1
"1847" 30 "2" 2 "8" "2" 8 8 9 8 10 10 10 10 1 1
"1848" 62 "2" 2 "9" "3" 8 9 8 0 9 10 10 10 3 1
"1849" 28 "1" 28 "0" "2" 10 8 8 2 7 8 7 10 1 1
"1850" 42 "1" 42 "0" "2" 8 9 8 8 9 8 8 10 1 1
"1851" 32 "1" 32 "0" "2" 10 5 10 10 10 10 10 10 1 1
"1852" 54 "1" 54 "0" "3" 10 5 8 10 8 8 8 8 1 1
"1853" 47 "1" 47 "0" "2" 10 10 10 10 10 10 10 9 1 1
"1854" 42 "1" 42 "0" "2" 10 10 10 10 10 10 10 10 2 1
"1855" 50 "1" 50 "0" "2" 7 3 3 8 3 5 5 6 2 1
"1856" 22 "1" 22 "0" "3" 10 9 10 8 9 7 9 10 2 1
"1857" 55 "1" 55 "0" "1" 10 10 10 10 10 8 5 10 2 1
"1858" 32 "1" 32 "0" "2" 9 9 9 10 8 10 10 9 3 1
"1859" 54 "1" 54 "0" "3" 3 0 5 3 0 3 4 10 2 1
"1860" 41 "1" 41 "0" "2" 7 6 8 8 6 8 7 8 2 1
"1861" 53 "2" 2 "3" "3" 8 1 1 0 1 0 5 10 1 1
"1862" 46 "2" 2 "8" "2" 10 10 8 5 8 9 9 10 3 1
"1863" 64 "2" 2 "7" "3" 8 8 7 6 4 8 9 8 1 1
"1864" 50 "2" 2 "1" "3" 9 5 8 9 7 8 9 10 1 1
"1865" 30 "2" 2 "1" "2" 8 7 9 8 6 9 9 10 2 1
"1866" 47 "2" 2 "7" "2" 10 10 8 8 10 6 9 10 2 1
"1867" 50 "2" 2 "7" "2" 6 1 6 6 0 0 0 8 1 1
"1868" 65 "1" 65 "0" "3" 5 5 8 2 8 9 10 2 1 1
"1869" 60 "1" 60 "0" "3" 8 2 5 6 0 8 9 8 1 1
"1870" 55 "1" 55 "0" "2" 9 8 6 3 7 8 7 7 1 1
"1871" 54 "1" 54 "0" "2" 8 5 7 6 4 6 7 7 1 1
"1872" 34 "1" 34 "0" "3" 10 7 10 10 10 10 10 10 4 2
"1873" 34 "1" 34 "0" "3" 10 7 10 10 10 10 10 10 4 2
"1874" 34 "1" 34 "0" "3" 10 7 10 10 10 10 10 10 4 2
"1875" 34 "1" 34 "0" "3" 10 7 10 10 10 10 10 10 4 2
"1876" 41 "2" 2 "8" "3" 5 5 10 2 7 10 7 10 4 2
"1877" 41 "2" 2 "8" "3" 5 5 10 2 7 10 7 10 4 2
"1878" 41 "2" 2 "8" "3" 5 5 10 2 7 10 7 10 4 2
"1879" 41 "2" 2 "8" "3" 5 5 10 2 7 10 7 10 4 2
"1880" 30 "2" 2 "7" "2" 5 5 10 10 7 10 9 5 2 1
"1881" 81 "2" 2 "5" "3" 6 3 2 5 0 3 3 3 1 1
"1882" 44 "2" 2 "3" "3" 8 8 8 6 6 7 5 8 1 1
"1883" 32 "2" 2 "7" "2" 8 8 8 6 5 6 6 10 2 1
"1884" 52 "1" 52 "0" "2" 10 8 10 3 8 8 8 10 2 1
"1885" 42 "2" 2 "7" "2" 3 9 3 5 3 7 6 7 3 1
"1886" 71 "1" 71 "0" "3" 7 3 5 5 3 7 6 7 1 1
"1887" 84 "1" 84 "0" "3" 8 4 4 7 3 4 8 8 1 1
"1888" 51 "1" 51 "0" "3" 5 8 6 5 4 8 6 8 1 1
"1889" 76 "1" 76 "0" "3" 6 5 4 10 5 6 6 7 3 1
"1890" 61 "1" 61 "0" "3" 8 8 8 8 7 8 4 8 1 1
"1891" 50 "1" 50 "0" "3" 7 8 6 7 3 4 10 6 2 1
"1892" 56 "2" 2 "7" "3" 10 6 4 10 8 10 8 9 1 1
"1893" 37 "1" 37 "0" "3" 7 7 9 9 7 8 8 8 5 1
"1894" 28 "1" 28 "0" "2" 8 7 8 8 7 6 6 8 3 1
"1895" 82 "1" 82 "0" "3" 6 5 4 6 3 8 8 10 1 1
"1896" 76 "1" 76 "0" "3" 7 6 7 7 6 5 6 8 1 1
"1897" 80 "1" 80 "0" "3" 2 9 1 10 2 2 8 10 1 1
"1898" 72 "2" 2 "7" "3" 7 2 5 9 8 8 8 8 1 1
"1899" 84 "1" 84 "0" "3" 9 9 8 9 5 4 7 9 2 1
"1900" 51 "2" 2 "9" "2" 7 3 8 9 5 9 7 7 1 1
"1901" 49 "2" 2 "8" "2" 9 9 10 8 10 10 10 10 1 1
"1902" 48 "1" 48 "0" "3" 9 2 10 10 10 10 9 10 2 1
"1903" 81 "1" 81 "0" "3" 9 8 8 9 7 7 8 10 1 1
"1904" 81 "1" 81 "0" "3" 10 6 10 10 10 8 10 7 1 1
"1905" 57 "1" 57 "0" "3" 10 4 10 10 7 10 10 10 1 1
"1906" 33 "1" 33 "0" "3" 8 9 6 6 6 9 9 10 1 1
"1907" 40 "2" 2 "7" "2" 10 6 10 7 7 10 10 10 2 1
"1908" 44 "1" 44 "0" "3" 5 6 7 9 7 6 5 8 3 1
"1909" 35 "1" 35 "0" "2" 8 9 7 8 6 8 6 8 1 1
"1910" 34 "1" 34 "0" "3" 9 7 8 8 7 8 8 8 2 1
"1911" 28 "1" 28 "0" "2" 8 5 9 7 6 7 6 10 2 1
"1912" 77 "1" 77 "0" "3" 8 9 7 6 7 6 6 7 1 1
"1913" 82 "1" 82 "0" "3" 10 8 5 8 9 10 10 10 3 1
"1914" 73 "1" 73 "0" "3" 10 8 10 10 8 10 10 10 1 1
"1915" 26 "1" 26 "0" "2" 10 10 8 10 9 10 8 10 3 1
"1916" 59 "1" 59 "0" "3" 10 9 7 10 10 10 10 10 1 1
"1917" 28 "1" 28 "0" "2" 1 9 7 8 6 7 5 8 1 1
"1918" 81 "1" 81 "0" "3" 10 0 6 8 8 8 2 10 2 1
"1919" 81 "1" 81 "0" "3" 10 6 10 9 9 10 10 10 1 1
"1920" 38 "1" 38 "0" "2" 10 8 9 10 10 9 9 10 1 1
"1921" 41 "1" 41 "0" "2" 8 6 8 5 7 8 8 9 2 1
"1922" 38 "1" 38 "0" "2" 10 10 10 4 7 9 8 10 1 1
"1923" 43 "1" 43 "0" "2" 7 0 4 10 0 7 7 7 2 1
"1924" 51 "2" 2 "3" "3" 6 9 6 5 4 10 8 10 2 1
"1925" 25 "1" 25 "0" "2" 9 5 8 9 8 10 10 10 1 1
"1926" 36 "1" 36 "0" "2" 8 5 10 8 8 8 8 10 1 1
"1927" 42 "1" 42 "0" "2" 8 5 8 8 5 8 8 8 2 1
"1928" 21 "1" 21 "0" "2" 10 10 10 10 10 7 9 10 2 1
"1929" 42 "1" 42 "0" "3" 8 6 8 8 8 6 6 7 4 1
"1930" 29 "1" 29 "0" "2" 10 6 10 8 7 8 8 10 4 1
"1931" 45 "1" 45 "0" "2" 6 4 10 10 6 6 6 8 2 1
"1932" 43 "1" 43 "0" "2" 6 5 10 10 7 7 7 8 6 1
"1933" 62 "1" 62 "0" "2" 6 9 4 4 4 3 3 5 1 1
"1934" 75 "1" 75 "0" "3" 6 8 7 8 8 5 7 9 1 1
"1935" 32 "2" 2 "8" "2" 8 8 7 7 8 8 8 10 3 1
"1936" 41 "1" 41 "0" "3" 6 6 5 6 8 6 6 7 1 1
"1937" 40 "2" 2 "3" "2" 7 5 8 7 7 3 4 6 3 1
"1938" 38 "1" 38 "0" "2" 9 6 9 7 7 10 9 10 2 1
"1939" 73 "1" 73 "0" "3" 5 2 3 9 2 8 6 5 1 1
"1940" 33 "1" 33 "0" "2" 8 8 7 8 7 7 8 8 2 1
"1941" 84 "1" 84 "0" "3" 7 6 6 8 6 6 6 6 1 1
"1942" 41 "2" 2 "6" "2" 6 3 5 4 6 8 9 8 3 1
"1943" 52 "1" 52 "0" "3" 7 5 5 4 5 8 6 8 1 1
"1944" 71 "1" 71 "0" "3" 8 8 6 10 9 8 7 10 5 1
"1945" 49 "1" 49 "0" "3" 8 5 6 8 6 5 6 7 1 1
"1946" 55 "1" 55 "0" "3" 8 2 7 7 6 7 6 7 1 1
"1947" 33 "1" 33 "0" "2" 9 0 7 8 8 8 8 5 1 1
"1948" 55 "2" 2 "3" "3" 5 5 5 5 5 10 6 6 1 1
"1949" 29 "1" 29 "0" "2" 7 7 5 6 8 7 10 10 1 1
"1950" 52 "1" 52 "0" "3" 10 8 8 10 9 10 10 10 1 1
"1951" 23 "1" 23 "0" "3" 8 8 7 8 6 8 8 7 2 1
"1952" 46 "1" 46 "0" "3" 8 7 7 7 7 8 8 10 1 1
"1953" 52 "2" 2 "5" "2" 8 9 7 7 9 8 8 9 1 1
"1954" 79 "1" 79 "0" "3" 9 9 2 0 8 8 7 10 1 1
"1955" 35 "2" 2 "4" "3" 9 8 6 6 7 6 7 10 2 1
"1956" 56 "1" 56 "0" "2" 7 7 8 7 7 7 8 7 2 1
"1957" 37 "2" 2 "8" "3" 5 9 5 6 5 8 7 9 3 1
"1958" 36 "2" 2 "8" "2" 5 4 5 9 4 3 8 7 1 1
"1959" 63 "1" 63 "0" "3" 9 7 9 8 8 9 9 10 2 1
"1960" 54 "1" 54 "0" "3" 7 9 6 7 6 7 6 7 1 1
"1961" 41 "1" 41 "0" "2" 8 9 8 8 8 8 8 8 2 1
"1962" 53 "2" 2 "5" "2" 10 8 8 8 8 9 9 10 3 1
"1963" 46 "1" 46 "0" "2" 10 5 10 7 7 10 10 10 1 1
"1964" 29 "1" 29 "0" "3" 0 9 6 4 0 3 3 7 1 1
"1965" 82 "1" 82 "0" "3" 9 8 9 9 9 9 9 10 1 1
"1966" 59 "1" 59 "0" "3" 5 5 3 6 5 6 6 10 1 1
"1967" 53 "1" 53 "0" "3" 8 8 3 8 9 1 6 10 2 1
"1968" 44 "1" 44 "0" "3" 5 3 1 1 5 3 3 3 2 1
"1969" 42 "1" 42 "0" "3" 7 7 10 9 7 10 10 10 2 1
"1970" 24 "1" 24 "0" "2" 6 5 8 8 8 9 8 9 1 1
"1971" 74 "1" 74 "0" "3" 10 10 10 10 10 10 10 10 1 1
"1972" 56 "1" 56 "0" "3" 8 4 7 7 5 8 8 10 1 1
"1973" 43 "1" 43 "0" "3" 9 9 8 8 10 8 8 10 4 2
"1974" 43 "1" 43 "0" "3" 9 9 8 8 10 8 8 10 4 2
"1975" 43 "1" 43 "0" "3" 9 9 8 8 10 8 8 10 4 2
"1976" 43 "1" 43 "0" "3" 9 9 8 8 10 8 8 10 4 2
"1977" 32 "2" 2 "8" "2" 8 7 9 10 8 8 9 10 2 2
"1978" 32 "2" 2 "8" "2" 8 7 9 10 8 8 9 10 2 2
"1979" 32 "2" 2 "8" "2" 8 7 9 10 8 8 9 10 2 2
"1980" 32 "2" 2 "8" "2" 8 7 9 10 8 8 9 10 2 2
"1981" 27 "2" 2 "8" "2" 8 9 10 8 10 8 6 8 1 1
"1982" 54 "1" 54 "0" "1" 7 8 2 0 10 8 9 10 1 1
"1983" 39 "1" 39 "0" "1" 7 6 7 8 7 7 8 8 3 1
"1984" 37 "1" 37 "0" "2" 8 6 8 8 8 10 10 10 3 1
"1985" 41 "2" 2 "3" "3" 5 2 9 6 7 8 10 7 3 1
"1986" 64 "2" 2 "8" "3" 8 7 8 7 9 9 9 9 1 1
"1987" 45 "1" 45 "0" "2" 8 8 8 7 9 8 3 10 1 1
"1988" 81 "2" 2 "1" "3" 10 5 10 10 10 10 10 10 1 1
"1989" 82 "1" 82 "0" "3" 10 10 7 9 9 10 10 10 3 2
"1991" 82 "1" 82 "0" "3" 10 10 7 9 9 10 10 10 3 2
"1992" 82 "1" 82 "0" "3" 10 10 7 9 9 10 10 10 3 2
"1993" 40 "2" 2 "8" "2" 7 7 7 7 7 8 7 8 3 1
"1994" 87 "1" 87 "0" "3" 6 9 2 4 3 5 6 5 2 1
"1995" 35 "1" 35 "0" "3" 9 7 8 5 8 8 8 8 1 1
"1996" 39 "1" 39 "0" "2" 10 10 5 10 10 10 10 10 1 1
"1997" 65 "1" 65 "0" "3" 8 7 5 8 8 8 9 10 1 1
"1998" 67 "1" 67 "0" "3" 10 9 9 10 8 9 8 9 1 1
"1999" 27 "1" 27 "0" "3" 10 10 10 10 9 10 10 10 1 1
"2000" 60 "2" 2 "1" "3" 8 9 5 10 8 10 10 10 2 1
"2001" 30 "1" 30 "0" "2" 10 7 7 10 7 10 10 10 1 1
"2002" 33 "1" 33 "0" "2" 10 5 10 10 4 3 7 8 2 1
"2003" 47 "1" 47 "0" "3" 8 9 7 10 8 8 7 8 3 1
"2004" 72 "1" 72 "0" "3" 9 8 8 8 7 8 7 10 2 1
"2005" 37 "2" 2 "9" "2" 7 5 5 8 7 9 10 10 3 1
"2006" 31 "1" 31 "0" "2" 10 9 10 10 10 10 10 10 2 1
"2007" 71 "1" 71 "0" "3" 7 2 4 9 1 9 8 10 1 1
"2008" 32 "1" 32 "0" "3" 9 9 9 9 8 9 8 9 5 2
"2009" 32 "1" 32 "0" "3" 9 9 9 9 8 9 8 9 5 2
"2010" 32 "1" 32 "0" "3" 9 9 9 9 8 9 8 9 5 2
"2011" 32 "1" 32 "0" "3" 9 9 9 9 8 9 8 9 5 2
"2012" 45 "1" 45 "0" "3" 10 9 9 8 9 8 8 8 5 2
"2013" 45 "1" 45 "0" "3" 10 9 9 8 9 8 8 8 5 2
"2014" 45 "1" 45 "0" "3" 10 9 9 8 9 8 8 8 5 2
"2015" 45 "1" 45 "0" "3" 10 9 9 8 9 8 8 8 5 2
"2016" 28 "1" 28 "0" "3" 5 3 8 6 4 6 7 8 2 1
"2017" 42 "1" 42 "0" "2" 10 10 10 10 10 10 8 10 1 1
"2018" 53 "2" 2 "7" "3" 10 5 9 7 6 6 6 8 1 1
"2019" 29 "2" 2 "8" "2" 9 5 2 10 9 9 4 10 1 1
"2020" 53 "1" 53 "0" "3" 10 8 9 8 9 8 8 10 1 1
"2021" 29 "1" 29 "0" "3" 5 9 9 9 3 3 2 10 3 1
"2022" 70 "1" 70 "0" "3" 9 6 9 9 6 8 8 9 1 1
"2023" 80 "1" 80 "0" "3" 10 8 9 9 8 8 8 10 1 1
"2024" 41 "1" 41 "0" "2" 10 8 10 10 10 10 10 10 1 1
"2025" 58 "1" 58 "0" "3" 9 10 8 10 8 10 10 10 1 1
"2026" 53 "1" 53 "0" "3" 8 8 9 9 8 9 8 10 5 1
"2027" 31 "1" 31 "0" "3" 8 5 10 10 2 10 10 10 2 1
"2028" 31 "1" 31 "0" "2" 5 4 8 9 8 4 0 10 2 1
"2029" 28 "1" 28 "0" "2" 10 8 10 10 10 10 10 10 2 1
"2030" 36 "1" 36 "0" "3" 6 2 3 5 2 4 3 7 2 1
"2031" 54 "1" 54 "0" "3" 9 4 8 8 2 6 6 10 1 1
"2032" 56 "1" 56 "0" "3" 7 6 7 10 4 9 8 8 1 1
"2033" 56 "1" 56 "0" "3" 10 10 10 10 10 10 10 10 2 1
"2034" 36 "1" 36 "0" "2" 8 7 10 9 10 8 8 10 1 1
"2035" 68 "1" 68 "0" "3" 10 9 10 10 10 10 10 9 1 1
"2036" 34 "1" 34 "0" "2" 8 8 8 9 7 10 10 7 1 1
"2037" 80 "1" 80 "0" "3" 5 5 3 4 3 3 4 9 3 1
"2038" 36 "1" 36 "0" "2" 10 8 10 10 10 10 10 10 1 1
"2039" 29 "1" 29 "0" "3" 9 8 9 8 8 7 7 8 1 1
"2040" 56 "1" 56 "0" "2" 8 8 8 8 8 8 9 9 2 1
"2041" 68 "1" 68 "0" "3" 10 9 10 8 8 10 10 10 1 1
"2042" 40 "1" 40 "0" "3" 10 10 10 10 10 7 10 10 1 1
"2043" 56 "1" 56 "0" "3" 7 9 6 10 10 8 7 10 1 1
"2044" 54 "1" 54 "0" "3" 5 3 3 7 1 7 7 7 1 1
"2045" 73 "1" 73 "0" "3" 9 9 9 9 9 9 9 9 1 1
"2046" 35 "1" 35 "0" "2" 9 9 9 9 9 9 9 9 2 1
"2047" 35 "1" 35 "0" "3" 9 7 9 9 7 8 8 9 2 1
"2048" 28 "1" 28 "0" "2" 7 6 8 8 8 0 0 10 1 1
"2049" 51 "1" 51 "0" "2" 8 7 9 9 8 9 9 8 2 1
"2050" 55 "1" 55 "0" "3" 9 3 4 9 8 10 9 10 1 1
"2051" 51 "2" 2 "3" "2" 7 5 6 6 6 8 8 9 1 1
"2052" 36 "2" 2 "7" "3" 6 0 7 0 6 9 5 7 2 1
"2053" 34 "2" 2 "3" "3" 4 9 8 2 6 10 9 10 5 1
"2054" 34 "2" 2 "3" "2" 7 7 8 2 8 2 0 4 2 1
"2055" 21 "1" 21 "0" "2" 9 8 8 6 7 8 8 10 1 1
"2056" 61 "1" 61 "0" "3" 10 9 9 8 7 8 10 10 2 1
"2057" 34 "1" 34 "0" "3" 9 1 9 6 2 9 8 9 1 1
"2058" 79 "1" 79 "0" "3" 8 8 7 8 8 8 7 10 1 1
"2059" 49 "1" 49 "0" "3" 10 10 10 10 10 10 10 10 2 1
"2060" 73 "1" 73 "0" "3" 6 7 6 8 7 7 6 10 1 1
"2061" 35 "1" 35 "0" "3" 8 7 6 8 8 9 9 9 3 1
"2062" 80 "1" 80 "0" "3" 4 5 4 6 6 6 6 8 2 1
"2063" 44 "2" 2 "1" "3" 10 10 10 10 10 10 10 10 1 1
"2064" 33 "2" 2 "1" "2" 5 4 8 10 10 10 10 10 1 1
"2065" 47 "1" 47 "0" "3" 7 7 6 9 6 8 8 8 2 1
"2066" 61 "1" 61 "0" "3" 9 8 7 10 8 7 9 9 1 1
"2067" 33 "1" 33 "0" "3" 7 6 9 8 9 8 9 8 2 1
"2068" 43 "1" 43 "0" "3" 10 9 10 10 10 10 10 10 4 1
"2069" 50 "2" 2 "3" "2" 7 5 5 10 7 8 9 10 2 1
"2070" 24 "1" 24 "0" "2" 8 6 9 9 7 8 8 10 1 1
"2071" 37 "1" 37 "0" "3" 8 7 9 7 9 9 8 10 4 1
"2072" 43 "1" 43 "0" "2" 10 8 10 10 10 10 10 10 2 1
"2073" 32 "1" 32 "0" "3" 5 8 6 6 9 8 8 10 3 1
"2074" 49 "1" 49 "0" "3" 10 9 9 9 8 10 10 10 1 1
"2075" 81 "1" 81 "0" "3" 8 9 6 10 9 8 10 10 1 1
"2076" 84 "1" 84 "0" "3" 9 8 7 9 9 9 8 10 1 1
"2077" 76 "1" 76 "0" "3" 7 8 6 8 8 9 9 8 1 1
"2078" 35 "1" 35 "0" "2" 5 5 6 5 4 7 1 8 3 1
"2079" 37 "1" 37 "0" "2" 10 6 10 10 10 8 8 7 2 1
"2080" 64 "1" 64 "0" "3" 10 9 8 10 10 10 10 10 1 1
"2081" 28 "1" 28 "0" "2" 10 9 8 8 8 10 10 10 3 1
"2082" 38 "1" 38 "0" "2" 7 9 10 5 7 8 6 10 4 1
"2083" 38 "1" 38 "0" "3" 9 9 9 8 9 10 10 10 1 1
"2084" 29 "1" 29 "0" "2" 9 8 5 6 8 7 9 9 1 1
"2085" 43 "2" 2 "8" "3" 5 7 8 5 8 8 7 10 1 1
"2086" 52 "1" 52 "0" "2" 9 3 8 8 8 8 7 10 1 1
"2087" 56 "1" 56 "0" "2" 10 1 8 8 10 10 8 10 2 1
"2088" 40 "1" 40 "0" "2" 8 6 6 9 10 10 10 7 4 1
"2089" 39 "1" 39 "0" "2" 9 3 9 8 7 9 7 10 4 1
"2090" 41 "1" 41 "0" "2" 9 7 8 8 8 9 9 9 3 1
"2091" 53 "1" 53 "0" "3" 6 4 3 10 5 6 8 5 3 1
"2092" 75 "1" 75 "0" "3" 8 8 7 8 8 7 7 9 2 1
"2093" 55 "1" 55 "0" "2" 9 9 9 8 8 8 8 8 1 1
"2094" 52 "1" 52 "0" "2" 10 8 7 10 7 10 5 10 1 1
"2095" 60 "1" 60 "0" "3" 9 8 8 5 3 5 6 10 3 2
"2096" 60 "1" 60 "0" "3" 9 8 8 5 3 5 6 10 3 2
"2097" 60 "1" 60 "0" "3" 9 8 8 5 3 5 6 10 3 2
"2098" 60 "1" 60 "0" "3" 9 8 8 5 3 5 6 10 3 2
"2099" 53 "1" 53 "0" "2" 8 8 10 9 9 10 10 0 4 1
"2100" 81 "1" 81 "0" "3" 10 9 5 7 10 10 10 10 4 1
"2101" 64 "2" 2 "3" "3" 8 3 4 4 5 7 7 9 1 1
"2102" 40 "1" 40 "0" "2" 10 7 10 0 9 10 10 10 1 1
"2103" 34 "2" 2 "8" "2" 10 10 10 10 10 10 10 10 2 1
"2104" 63 "2" 2 "1" "3" 10 10 10 10 10 10 10 10 2 1
"2105" 35 "1" 35 "0" "2" 10 10 10 10 10 10 10 10 1 1
"2106" 58 "1" 58 "0" "2" 8 8 7 7 7 5 7 7 1 1
"2107" 36 "1" 36 "0" "2" 8 8 8 8 8 8 8 9 2 1
"2108" 24 "1" 24 "0" "2" 10 10 10 10 10 10 10 10 2 1
"2109" 51 "1" 51 "0" "2" 8 8 8 8 8 8 7 9 1 1
"2110" 66 "1" 66 "0" "2" 8 8 8 8 8 8 8 9 3 1
"2111" 52 "2" 2 "8" "3" 5 5 8 8 5 9 9 10 2 1
